Entry No.	Data source	Lab	Run	Type	Observed ys (m)	duration (hr)	Flume data	width (m)	Lflume (m)	Sediment data	d50 (mm)	sigma_g	Flow data	y (m)	V (m/s)	Vc (m/s) original paper	Vc paper	Pier data	Column dimensions	bcol (m)	Lcol (m)	Pier shape	Kshape,col	Pile cap dimensions	bpc (m)	Lpc (m)	T (m)	f (m)	f2 (m)	h0 (m)	h1 (m)	PC shape	Kshape,pc	Pile group dimensions	bp (m)	m	n	Sn (m)	Sm (m)	Pier shape	Kshape,pg	****
344	Coleman 2005	University of Aukland, New Zealand	US-10	complex pier	0.17826087	te by MC method, trial for be	****	1.50	358	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2351	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.231338489	-0.151338489	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
345	Coleman 2005	University of Aukland, New Zealand	US-11	complex pier	0.213438735	te by MC method, trial for be	****	1.50	359	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2352	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.290232005	-0.210232005	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
346	Coleman 2005	University of Aukland, New Zealand	NZ2-1	complex pier	0.077238806	-	****	1.50	360	****	0.84	1.3	****	0.6	0.375	0.44	Beheshti&Ataie 2353	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.362	0.06	0.05	0.045	0.600364267	0.660364267	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
347	Coleman 2005	University of Aukland, New Zealand	NZ2-2	complex pier	0.145335821	te by MC method, trial for be	****	1.50	361	****	0.84	1.3	****	0.6	0.375	0.44	Beheshti&Ataie 2354	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.362	0.06	0.05	0.045	-0.005880312	0.054119688	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
348	Coleman 2005	University of Aukland, New Zealand	NZ2-3	complex pier	0.039552239	te by MC method, trial for be	****	1.50	362	****	0.84	1.3	****	0.6	0.375	0.44	Beheshti&Ataie 2355	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.362	0.06	0.05	0.045	-0.06	0	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
349	Coleman 2005	University of Aukland, New Zealand	NZ1-1	complex pier	0.067943806	-	****	1.50	363	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2356	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	0.601374408	0.661374408	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
350	Coleman 2005	University of Aukland, New Zealand	NZ1-2	complex pier	0.103959132	te by MC method, trial for be	****	1.50	364	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2357	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	0.270805687	0.330805687	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
351	Coleman 2005	University of Aukland, New Zealand	NZ1-3	complex pier	0.09936143	te by MC method, trial for be	****	1.50	365	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2358	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	0.063	0.123	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
352	Coleman 2005	University of Aukland, New Zealand	NZ1-4	complex pier	0.139719029	te by MC method, trial for be	****	1.50	366	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2359	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	-0.000521327	0.059478673	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
353	Coleman 2005	University of Aukland, New Zealand	NZ1-5	complex pier	0.161685824	te by MC method, trial for be	****	1.50	367	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2360	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	-0.016516588	0.043483412	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
354	Coleman 2005	University of Aukland, New Zealand	NZ1-6	complex pier	0.152234994	te by MC method, trial for be	****	1.50	368	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2361	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	-0.06	0	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
355	Coleman 2005	University of Aukland, New Zealand	NZ1-7	complex pier	0.07816092	te by MC method, trial for be	****	1.50	369	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2362	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	-0.09056872	-0.03056872	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
356	Coleman 2005	University of Aukland, New Zealand	NZ1-8	complex pier	0.08633461	te by MC method, trial for be	****	1.50	370	****	0.84	1.3	****	0.6	0.33	0.44	Beheshti&Ataie 2363	****	****	0.03	0.312	Square Nose	1.1	****	0.12	0.312	0.06	0	0.045	-0.137369668	-0.077369668	Square Nose	1.1	****	0.024	4	2	0.072	0.072	Group of Cylinders	1	****
357	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	1	complex pier	0.105	-	****	0.7	371	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2364	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.174	-0.124	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
358	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	2	complex pier	0.102	-	****	0.7	372	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2365	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.151	-0.101	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
359	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	3	complex pier	0.095	-	****	0.7	373	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2366	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.102	-0.052	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
360	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	4	complex pier	0.135	-	****	0.7	374	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2367	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.075	-0.025	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
361	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	5	complex pier	0.14	-	****	0.7	375	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2368	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.064	-0.014	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
362	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	6	complex pier	0.136	-	****	0.7	376	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2369	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.05	0	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
363	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	7	complex pier	0.166	-	****	0.7	377	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2370	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	-0.023	0.027	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
364	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	8	complex pier	0.135	-	****	0.7	378	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2371	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	0.029	0.079	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
365	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	9	complex pier	0.113	-	****	0.7	379	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2372	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	0.038	0.088	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
366	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	10	complex pier	0.099	-	****	0.7	380	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2373	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	0.081	0.131	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
367	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	11	complex pier	0.099	-	****	0.7	381	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2374	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	0.083	0.133	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
368	Grimaldi Cardoso 2010	Departamento de Engenharia Civil e Arquitectural, Instituto Superior Tecnico, Lisbon, Portugal	12	complex pier	0.096	-	****	0.7	382	****	0.83	1.48	****	0.1	0.29	0.29	Beheshti&Ataie 2375	****	****	0.048	0.048	Round Nose	1	****	0.15	0.15	0.05	0.051	0.051	0.15	0.2	Round Nose	1	****	0.025	2	2	0.075	0.075	Group of Cylinders	1	****
369	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-A-alpha0	complex pier	0.118	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	0.25	0.31	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
370	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-B-alpha0	complex pier	0.132	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	0.19	0.25	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
371	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-C-alpha0	complex pier	0.136	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	0.06	0.12	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
372	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-D-alpha0	complex pier	0.146	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	0	0.06	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
373	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-E-alpha0	complex pier	0.165	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	-0.03	0.03	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
374	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-F-alpha0	complex pier	0.107	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	-0.06	0	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
375	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-G-alpha0	complex pier	0.078	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	-0.12	-0.06	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
376	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-H-alpha0	complex pier	0.091	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	-0.17	-0.11	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
377	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelA-I-alpha0	complex pier	0.082	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.12	0.362	0.06	0.026	0.045	-0.36	-0.3	Square Nose	1.1	****	0.025	4	2	0.07	0.07	Group of Cylinders	1	****
378	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelB-C-alpha0	complex pier	0.108	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.05	0.33	0.06	0.01	0.01	0.06	0.12	Square Nose	1.1	****	0.025	5	1	0	0.07	Group of Cylinders	1	****
379	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelB-E-alpha0	complex pier	0.147	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.05	0.33	0.06	0.01	0.01	-0.03	0.03	Square Nose	1.1	****	0.025	5	1	0	0.07	Group of Cylinders	1	****
380	Yang, Melville, Sheppard, Shamseldin 2018	Fluid Mechanics Laboratory, University of Auckland	ModelB-G-alpha0	complex pier	0.081	30	****	1.54	45	****	0.84	1.3	****	0.25	0.354	0.39	MC2000	****	****	0.03	0.31	Square Nose	1.1	****	0.05	0.33	0.06	0.01	0.01	-0.12	-0.06	Square Nose	1.1	****	0.025	5	1	0	0.07	Group of Cylinders	1	****
381	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	1	complex pier	0.134112	-	****	-	?	****	0.84	0	****	0.326136	0.819912	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.0762	0.155448	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
382	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	2	complex pier	0.179832	-	****	-	?	****	0.84	0	****	0.326136	0.819912	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.024384	0.103632	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
383	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	3	complex pier	0.143256	-	****	-	?	****	0.84	0	****	0.326136	1.231392	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.0762	0.155448	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
384	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	4	complex pier	0.188976	-	****	-	?	****	0.84	0	****	0.326136	1.231392	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.024384	0.103632	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
385	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	5	complex pier	0.158496	-	****	-	?	****	0.84	0	****	0.33528	0.819912	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.149352	0.2286	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
386	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	6	complex pier	0.118872	-	****	-	?	****	0.84	0	****	0.329184	1.210056	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.149352	0.2286	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
387	Sheppard's experiments (Sheppard & Renna 2005)	University of Florida; University of Auckland; USGS-CAFRC laboratory in Turners Falls, Massachusetts	7	complex pier	0.131064	-	****	-	?	****	0.84	0	****	0.332232	0.6096	0.40	doesn't say	****	****	0.100584	0.399288	Square Nose	1.1	****	0.188976	0.478536	0.079248	0.039624	0.044196	0.149352	0.2286	Square Nose	1.1	****	0.02	8	3	0.064008	0.06	Square Nose	1.1	****
